,Unnamed: 0,tweet,label
114,119,هذا جهل وجاهلية ليس من الدين الاسلام كرم المرأة وأعطاها حقوقها كاملة اما إنكم تأتون بها المقطع وتطالبون باسقاط الولاية فلا وألف لا فهو لا يمثل إلا فئة جاهلة بأحكام الدين #لا_لاسقاط_الولاية #نسوان_بدالهم_نسوان,NEG
115,120,لا لإسقاط الولايه المرأءة مكانها بيتها,NEG
116,121,لا_لإسقاط_الولاية من تطالب باسقاط ولاية أبيها أو أخيها أو زوجها غدًا ستطالب باسقاط ولاية أولياء أمورنا لأن من لاخير فيها لأقرب الناس لها لا خير فيها لوطنها ولا لحكومتها ولا لدينها اللهم احفظ ولاة أمرنا وأدم علينا نعمك ظاهرة وباطنة,NEG
117,122,سعوديات_يرفضن_اسقاط_الولايه777 لا لإسقاط الولايه الله لايولي علينا غير الأب والأخ والزوج هم الذخر هم العزوه نعيش ملكات.,NEG
118,123,#سعوديات_نطلب_اسقاط_الولايه717 لا لإسقاط الولاية فخورة بوجود ولي امري لن تخدعوني هناك جيوش الكترونية مدعومة وربما شخص له عدة حسابات لا تزال تضرب على هذا الوتر ( إسقاط الولاية ) من أجل تسهيل إفساد بنات المسلمين اللهم أدم علينا نعمة الولاية,NEG
119,124,و حتى بعد الزواج ولي امرها زوجها ف لا لا لا لااااااا و الف لا لاسقاط الولايةإسقاط الولاية مخالف لسنة نبينا محمد صل الله عليه وسلم.مخالف للدين الحنيف..لا نريد زيادة ذنوبنا بالمطالبة بإسقاط الولاية..ولله الحمد و الفضل و المنة ثم لمليكنا و ولي عهده.لا ينقصنا شيء.فلم إسقاط الولاية؟,NEG
120,125,لم و لا أعتقد بأني سأجد في الظروف الطبيعية سبباً واحداً مقنعاً لإسقاط الولاية،حيث أنني لن ألتمس عذراً لمن يريد أن يسقط أحد أحكام ديني الذي أقدسه و أعتز به كثيراً ! #سعوديات_نفخر_بولايه_اهلنا_لنا,NEG
121,126,#ادب_ال_لا -لا للتغريب -لا لأسقاط الولاية -لا لقيادة النساء للسياره -لا لعباية الكتف والعبايات الملونه كلها لا نحن فتيات الاسلام نرفضها جميعها بدون استثناء,NEG
122,127,#سعوديات_نطلب_اسقاط_الولايه731 لا لإسقاط الولايه ربي يحمي رجالنا وشبابنا هذي فتن ربي يحمين,NEG
123,128,ن نفخر ونفاخر بمن تزهو بهذه الولاية شكرا من الأعماق لمن تنادي فخرا لا والف لا لإسقاط الولاية,NEG
124,129,اتفق اسقاط الولاية حرام شرعا وبيوصل بناتنا للفساد والانحلال الاخلاقي لا لاسقاط الولاية نحترم اباءنا اللي ربونا واخواننا وازواجنا اللي بيننا وبينهم ميثاق غليظ وابناءنا ونحترم ولايتهم لنا #سعوديات_نطلب_اسقاط_الولايه728,NEG
125,130,لا لاسقاط الولايه والله احنا في أمن وامان دام اخوانك وأبوك وزوجك وولدك حولك ماذا بعد سقوط الولايه من ياخذ حقي اذا احد تعرض لي من الذائب البشريه الله يحفظنا #سعوديات_نطلب_اسقاط_الولايه728,NEG
126,131,سعوديه اب عن جد. لله الحمد والمنه وفخوره ان أكون تحت ولايه رجل لا لاسقاط الولايه حقوقي محفوظة في كتاب الله وسنته وتحت دوله تطبق شرع الله #سعوديات_نطلب_اسقاط_الولايه72,NEG
127,133,#لا_لأسقاط_الولايه الي يبي يسقط الولايه او الفتاه التي تريد إسقاط الولايه تروح تعيش في الغرب لا تدخلوا في أمور دينيه حسبنا الله عليكم ونعم الوكيل واذا تسقط الولايه راح تسقط أشياء بعدها,NEG
128,134,مارح اكون انانيه عشان اهلي كويسين اقول لا لاسقاط الولايه !!! لا بفكر بالطرف المتضرر من هالولايه..,NEG
129,135,اتفق معاااااااااااااااااااااااااااااااااااااااااااااااااك وبقوووووووووووووووووووووووووووووة من يطالب باسقاط الولاية سيسعى لاسقاط الدولة ،،، الله يسقط عقله قبل لا ينال مراده العاجل والاجل حاقدين على الاسر السعودية وحقدهم الاكبر على السعودية الله يأخذهم عاجلا,NEG
130,136,#لا-لاسقاط-الولايه الولايه تكريم إلآهي بحفظ الحقوق الولايه تشريف وتكريم ورعايه وحفظ وصيانه الولايه حفظ اعراض وستر عورات الولايه صيانه للمجتمع والتفككل والانحلال الولايه رفعه للمراءه بانها مصونه من ولى يقوم عليها وهي معززه مكرمه في مجتمعها #الولايه_سقطت,NEG
131,137,لا لإسقاط الولاية عن المرأة وهو أمر شرعي ولن نسكح بذلك أبدا ابدا ابدا فهو أمر شرعي وغير خاضع للنقاش #سعوديات_نطلب_اسقاط_الولايه1113,NEG
132,138,ديننا واضح اعطى المرأه كل حقوقها لكن مجتمعنا فاشل وظالم وين اللي يطبقون شرع الله بكل شي وينهم ان وجدو انا اول امرأه سعوديه اقول لا لأسقاط الولايه ولو العكس اقولها واطالب بشرع الله ونعم لأسقاط الولايه #سعوديات_نطلب_اسقاط_الولايه1113,NEG
133,139,#لا_لاسقاط_الولايه الرجال قوامون على النساء بما فضل الله به بعضهم على بعض (قوى فسيولوجية معروفة علميا )وبما انفقوا من أموالهم,NEG
134,140,لا_لاسقاط_الولايه الحل ليس باسقاط الولاية ،انما باصلاح الخلل في ممارسة الذكور لهذه الولاية (او القوامة ),NEG
135,141,#لا_لاسقاط _الولاية _ إسقاط الولاية فيه دمار للمجتمع اللهم هل بلغت اللهم فاشهد,NEG
136,142,الشرع والدين يحفظ للمرأة كرامتها ويجعل لها عزوة وسند حتى لا تستغل وتهان الولاية ليست تملك !! الاب الاخ الزوج الابن عزوه وفخر وسند للمرأة لا لاسقاط الولايه,NEG
137,143,لا لأسقاط الولايه اللهم احفظ بناتنا وابعد عنهم الفتنه اللهم نسألك يارب ان تحفظ بلادنا من عبث العابثين #سعوديات_نطلب_اسقاط_الولايه1111,NEG
138,144,#سعوديات_نطلب_اسقاط_الولايه1111 لا لا لا لاسقاط الولايه لايمكن للمرأه ان تدير جميع امورها بدون ولي لانه سند وظهر لقوتها,NEG
139,145,#سعوديات_نطلب_اسقاط_الولايه1095 الله يحفظ لنا من ولي علينا ابوي واخواني وازواجنا فخرنا وعزنا وتاج راسنا نفتخر بانهم ولاة امرنا فلا تحاولوا تظهرونا باننا معنفات ونرفظ اسقاط الولايه ....ونعتز بهم فخافوا الله من ما تحيكونه لبنات المسلمين....لا لاسقاط الولايه,NEG
140,146,لا لاسقاط الولايه كلكم راع وكل مسئول عن رعيته والولايه تكون على الرجل والمراءة اتركوا السواليف لابد من الولايه والله يتولانا وإياكم #سعوديات_نطلب_اسقاط_الولايه1095,NEG
141,147,لا لإسقاط الولايه لان إسقاطها إسقاط احترام المرأه وعرضها وكرامتها لتتلقفها شياطين الإنس لهدر عفتها محاولة تدمير الوطن من خلال المراه لأنها من تربي الأجيال ليكملوا المسيره في بناء الوطن وهذا مايطمحون اليه لكل فتاة احذري اسقاط الولايه لانهاحفره من حفر جهنم,NEG
142,148,نعم لحفظ الولاية ولا والف لا لإسقاط الولاية لا لا لتشتيت الاسره ( ابوك، اسرتك هي سندك ),NEG
143,149,انا ضد فكرة اسقاط الولاية لانها مخالفة لشرع الله تعالى اولا، ولانها تفتح باب شر على حواء لايمكن اغلاقه ثانيا. حفظ الله امي واختي وابنتي من كل مكروه. نعم لتمكين المرأة. لا لإسقاط الولاية. وضحت؟,NEG
